"","cieloDespejado","multinube","nube"
"1",4.90376669404213e-06,0.815355002880096,0.166203558444977
"2",1.49055028941802e-06,0.124749466776848,0.886089563369751
"3",2.39379314734833e-05,0.447428345680237,0.539600849151611
"4",5.54527332496946e-06,0.441012531518936,0.555557131767273
"5",2.13219323086378e-06,0.447951436042786,0.543910562992096
"6",1.2497725947469e-05,0.895570456981659,0.102413013577461
"7",0.000179940645466559,0.113092437386513,0.899706363677979
"8",2.7608395612333e-05,0.561739683151245,0.445603579282761
"9",0.2042056620121,0.0039724507369101,0.787719249725342
"10",3.90764080293593e-06,0.611396133899689,0.363304853439331
"11",2.90219577436801e-06,0.545241951942444,0.43666198849678
"12",0.000519048538990319,0.297874391078949,0.696111738681793
"13",0.518015146255493,0.00282425479963422,0.481138348579407
"14",1.6805181530799e-06,0.264312267303467,0.728652656078339
"15",1.66146537594614e-06,0.00947055965662003,0.990357398986816
"16",4.72376598281699e-07,0.027671841904521,0.975245177745819
"17",2.7406824301579e-05,0.427229970693588,0.562697291374207
"18",0.00233904412016273,0.105390168726444,0.861528038978577
"19",0.000106235405837651,0.210544899106026,0.798364698886871
"20",9.87416683528863e-07,0.0701459646224976,0.937682390213013
"21",0.000312794698402286,0.362606048583984,0.628190279006958
"22",8.41440341901034e-05,0.0621544681489468,0.941008329391479
"23",0.231929019093513,0.0109627256169915,0.661552608013153
"24",1.28343881442561e-05,0.0492453724145889,0.959855198860168
"25",1.41215639359871e-06,0.0148325050249696,0.985379815101624
"26",1.46940203649137e-06,0.318789333105087,0.686276793479919
"27",0.00197113747708499,0.134207516908646,0.806083261966705
"28",1.09777492980356e-05,0.908521115779877,0.0840265899896622
"29",3.22450841849786e-06,0.0183302219957113,0.984132766723633
"30",4.31618900620379e-05,0.525837302207947,0.48940321803093
"31",2.71133249043487e-05,0.746544122695923,0.244806885719299
"32",0.000101141704362817,0.525179505348206,0.489800065755844
"33",3.45593944075517e-05,0.288659453392029,0.72654128074646
"34",1.78666450665332e-05,0.605205416679382,0.390891551971436
"35",0.000926404260098934,0.183718606829643,0.798977732658386
"36",1.02653552858101e-06,0.168529331684113,0.825871348381042
"37",1.23463078125496e-05,0.732961058616638,0.261279851198196
"38",2.23110473598354e-05,0.15536667406559,0.850132286548615
"39",0.0983276665210724,0.00767489802092314,0.821464121341705
"40",4.62498064734973e-06,0.942520976066589,0.0506722554564476
"41",1.08148669824004e-05,0.734062612056732,0.261380434036255
"42",9.93228059087414e-06,0.0748302340507507,0.936628520488739
"43",0.000259232125245035,0.334929823875427,0.675211429595947
"44",3.89989736504504e-06,0.638608634471893,0.365678429603577
"45",5.31987170688808e-05,0.282739490270615,0.721663475036621
"46",0.000239473069086671,0.0785698220133781,0.92504471540451
"47",1.35517120725126e-06,0.0888803005218506,0.915961503982544
"48",0.000149295461596921,0.459603309631348,0.567014813423157
"49",1.0823810043803e-06,0.198333010077477,0.805503964424133
"50",0.000173606211319566,0.188734218478203,0.812051296234131
"51",3.43930296367034e-05,0.614239811897278,0.398722589015961
"52",3.05359899357427e-05,0.659502387046814,0.334090292453766
"53",0.997737884521484,0.000180819362867624,0.00515982368960977
"54",0.00027311037410982,0.318622678518295,0.687828183174133
"55",1.31336446429486e-05,0.469129294157028,0.529873132705688
"56",0.000203871066332795,0.333363473415375,0.691148161888123
"57",0.00039934366941452,0.0228033307939768,0.973406493663788
"58",0.200348034501076,0.00733357667922974,0.692903101444244
"59",4.45934074377874e-06,0.407410055398941,0.583896279335022
"60",0.00025127301341854,0.326174587011337,0.675185859203339
"61",1.5972040273482e-05,0.46747949719429,0.513215482234955
"62",4.21366939917789e-06,0.0805796980857849,0.919701278209686
"63",8.42470740280987e-07,0.0930392369627953,0.916656494140625
"64",3.80379387934227e-05,0.596275806427002,0.431144535541534
"65",7.96057702245889e-06,0.804904937744141,0.179601535201073
"66",1.95757593246526e-06,0.0658978521823883,0.938622891902924
"67",5.8927189456881e-06,0.554125666618347,0.429732888936996
"68",4.40285512013361e-05,0.422299563884735,0.589809596538544
"69",0.000253407779382542,0.299255639314651,0.703876376152039
"70",7.17052898835391e-05,0.338947147130966,0.677644550800323
"71",5.78000108362176e-05,0.0522934421896935,0.953529357910156
"72",0.00376836070790887,0.0651348382234573,0.90757167339325
"73",6.81852543493733e-05,0.539527893066406,0.46977961063385
"74",2.86983286059694e-05,0.587241351604462,0.388693988323212
"75",3.04481773127918e-06,0.233154386281967,0.786886036396027
"76",7.64236028771847e-06,0.202201768755913,0.80219954252243
"77",0.000170668106875382,0.466160446405411,0.554678082466125
"78",7.56840154281235e-06,0.858149111270905,0.133439302444458
"79",3.10148643620778e-05,0.473949939012527,0.527835249900818
"80",0.000414445879869163,0.31176683306694,0.679292857646942
"81",0.000250370736466721,0.158388912677765,0.824912846088409
"82",1.41251093737083e-05,0.0845975279808044,0.913081705570221
"83",5.30243887624238e-05,0.417837053537369,0.555780291557312
"84",4.10194934374886e-06,0.367930680513382,0.624491989612579
"85",7.68798145145411e-06,0.349800258874893,0.672229588031769
"86",2.61389186562155e-06,0.767609775066376,0.225387558341026
"87",8.11246809462318e-06,0.338029861450195,0.647217392921448
"88",1.90846403711475e-05,0.116846725344658,0.896404385566711
"89",1.67112716553675e-06,0.602906048297882,0.389202833175659
"90",5.89859919273295e-05,0.526528179645538,0.490436613559723
"91",1.30766911752289e-05,0.745824217796326,0.253770112991333
"92",1.01716750577907e-05,0.529809296131134,0.453534364700317
"93",7.95044797996525e-06,0.918125987052917,0.0747160390019417
"94",9.5009891083464e-05,0.412769973278046,0.623320400714874
"95",2.20773677028774e-06,0.172035753726959,0.844627022743225
"96",8.91904619493289e-06,0.920273065567017,0.0746168792247772
"97",0.000906631874386221,0.135520577430725,0.868322014808655
"98",2.52237384756882e-07,0.00367587269283831,0.996273219585419
"99",0.000135861584567465,0.413714587688446,0.601909995079041
"100",6.52732069283957e-06,0.546838641166687,0.43516206741333
"101",5.18124625159544e-06,0.230742961168289,0.76911062002182
"102",0.000460457755252719,0.29259580373764,0.702616691589355
"103",0.000177560490556061,0.402634471654892,0.602953374385834
"104",0.000301282590953633,0.239943817257881,0.767971932888031
"105",0.00122822425328195,0.166952550411224,0.83747410774231
"106",0.000154955327161588,0.410091996192932,0.596409916877747
"107",3.74033006664831e-05,0.656203627586365,0.356810361146927
"108",9.11526221898384e-05,0.255740314722061,0.760451018810272
"109",6.43985331407748e-05,0.347453743219376,0.635675668716431
"110",6.03317903369316e-06,0.153503477573395,0.85942804813385
"111",0.10493379086256,0.0153535287827253,0.794632256031036
"112",0.93773740530014,0.00143200810998678,0.0642220079898834
"113",0.000175484194187447,0.433106750249863,0.570304691791534
"114",0.000106351864815224,0.254862815141678,0.702260851860046
"115",7.21804144632188e-06,0.895583152770996,0.0950848907232285
"116",1.40638430821127e-05,0.702526867389679,0.286612540483475
"117",1.00191573437769e-05,0.0613066628575325,0.949027538299561
"118",0.000133471796289086,0.280111402273178,0.725838780403137
"119",0.00128900108393282,0.103550888597965,0.89403510093689
"120",6.01783040110604e-06,0.849806189537048,0.136233806610107
"121",3.06727173438048e-07,0.00723861064761877,0.993075609207153
"122",0.00078198843402788,0.152836784720421,0.849266827106476
"123",3.51739072357304e-05,0.452285081148148,0.542712092399597
"124",4.45585465058684e-06,0.648154854774475,0.322840750217438
"125",0.000454893568530679,0.0109569933265448,0.985972464084625
"126",1.73200737663137e-06,0.650481879711151,0.348489761352539
"127",2.89004128717352e-05,0.312815099954605,0.68756240606308
"128",0.552620589733124,0.00267417705617845,0.449399769306183
"129",0.000114831382234115,0.283479958772659,0.736170768737793
"130",1.2780628821929e-06,0.12459909170866,0.879651606082916
"131",0.991941273212433,0.000169101214851253,0.013415701687336
"132",0.000331468501826748,0.126899480819702,0.870071351528168
"133",0.962193369865417,0.00189875275827944,0.0311620216816664
"134",6.01256488153012e-06,0.890602111816406,0.0994179025292397
"135",3.33010357280727e-05,0.653265476226807,0.34266009926796
"136",0.000229423341806978,0.324574202299118,0.67393296957016
"137",6.86506391502917e-05,0.321789801120758,0.693837583065033
"138",2.26227421080694e-05,0.761614143848419,0.239759311079979
"139",7.55064756958745e-05,0.133454754948616,0.855803549289703
"140",1.20970435091294e-05,0.683129847049713,0.30474841594696
"141",9.29115685721627e-06,0.177705779671669,0.842400252819061
"142",3.36633138431353e-06,0.763431072235107,0.217603117227554
"143",9.24092910281615e-06,0.829961717128754,0.160836532711983
"144",6.6438897192711e-06,0.426424592733383,0.574566185474396
"145",5.08456150782877e-06,0.171317368745804,0.830998480319977
"146",0.000118870579171926,0.166611760854721,0.842429280281067
"147",1.75258242052223e-06,0.801909685134888,0.187603414058685
"148",7.45928482501768e-05,0.563784003257751,0.464165449142456
"149",6.79809818393551e-06,0.0441281273961067,0.964221179485321
"150",0.000246727518970147,0.380313187837601,0.624661982059479
"151",1.11517385903426e-06,0.249608799815178,0.762719929218292
"152",3.6492696381174e-05,0.40232652425766,0.611634135246277
"153",1.16504543257179e-06,0.0343190096318722,0.969490945339203
"154",0.00035512784961611,0.192015379667282,0.807628512382507
"155",2.05323431146098e-06,0.818089485168457,0.164283722639084
"156",2.55050122177636e-06,0.668221712112427,0.322460889816284
"157",0.000208514757105149,0.404369801282883,0.568409979343414
"158",5.95291339777759e-06,0.928227305412292,0.0653351321816444
"159",0.000195889573660679,0.0248637888580561,0.981368184089661
"160",0.00061878003180027,0.202170163393021,0.789701342582703
"161",4.76887871627696e-05,0.0519609935581684,0.948562920093536
"162",4.01552733819699e-06,0.00783504080027342,0.993065416812897
"163",5.22678674315102e-05,0.583116412162781,0.409418672323227
"164",0.000326536624925211,0.346834897994995,0.670405268669128
"165",1.72121926880209e-05,0.708590388298035,0.28769662976265
"166",3.8272396523098e-06,0.116898819804192,0.8759605884552
"167",0.290306150913239,0.00155501463450491,0.695466995239258
"168",4.02997720811982e-05,0.405538439750671,0.605593860149384
"169",0.000107052699604537,0.409704476594925,0.590939998626709
"170",5.01086242366e-06,0.242638126015663,0.722760677337646
"171",5.32798476342577e-05,0.522171199321747,0.468956917524338
"172",0.000119692253065296,0.426889717578888,0.560458838939667
"173",1.64540540481539e-06,0.315978616476059,0.691599667072296
"174",1.45744961628225e-05,0.8642338514328,0.143765076994896
"175",2.74074245680822e-05,0.47161066532135,0.538833379745483
"176",1.06995294117951e-05,0.906205177307129,0.0881987512111664
"177",2.28584958676947e-05,0.386615008115768,0.596089839935303
"178",2.77942381217144e-05,0.251553475856781,0.762943685054779
"179",4.46646572527243e-06,0.953564763069153,0.0411237254738808
"180",0.000794526771642268,0.186209157109261,0.819145798683167
